4.80e+02,7.79e+00,1.61e+02,9.67e+00,9.67e+00,2.80e+01,2.90e+01,2.50e+01
9.60e+02,8.10e+00,1.61e+02,8.94e+00,9.67e+00,2.80e+01,2.90e+01,2.70e+01
1.44e+03,7.72e+00,1.61e+02,5.16e+00,9.67e+00,2.80e+01,2.90e+01,3.00e+01
1.92e+03,7.87e+00,1.61e+02,5.13e+00,9.67e+00,2.80e+01,2.90e+01,3.40e+01
2.40e+03,8.06e+00,1.61e+02,5.10e+00,9.67e+00,2.80e+01,3.00e+01,3.60e+01
2.88e+03,8.02e+00,1.61e+02,5.07e+00,9.67e+00,2.80e+01,3.00e+01,3.90e+01
3.36e+03,8.26e+00,1.61e+02,5.04e+00,9.67e+00,2.80e+01,3.00e+01,4.20e+01
3.84e+03,8.55e+00,1.61e+02,5.02e+00,9.67e+00,2.80e+01,3.00e+01,4.50e+01
4.32e+03,8.93e+00,1.61e+02,5.02e+00,9.67e+00,2.80e+01,3.10e+01,4.80e+01
4.80e+03,9.03e+00,1.61e+02,6.19e+00,9.67e+00,2.80e+01,3.10e+01,5.10e+01
5.28e+03,9.02e+00,1.61e+02,9.10e+00,9.67e+00,2.80e+01,3.20e+01,5.50e+01
5.76e+03,9.09e+00,1.61e+02,9.10e+00,9.67e+00,2.80e+01,3.20e+01,5.70e+01
6.24e+03,9.08e+00,1.61e+02,5.02e+00,9.67e+00,2.80e+01,3.30e+01,6.10e+01
6.72e+03,9.03e+00,1.61e+02,5.02e+00,9.67e+00,2.80e+01,3.20e+01,6.20e+01
7.20e+03,9.06e+00,1.61e+02,5.02e+00,9.67e+00,2.80e+01,3.30e+01,6.50e+01
7.68e+03,9.06e+00,1.61e+02,6.60e+00,9.67e+00,2.80e+01,3.30e+01,6.50e+01
8.16e+03,9.09e+00,1.61e+02,6.46e+00,9.67e+00,2.80e+01,3.40e+01,6.85e+01
8.64e+03,9.12e+00,1.61e+02,6.46e+00,9.67e+00,2.80e+01,3.40e+01,7.10e+01
9.12e+03,9.10e+00,1.61e+02,5.02e+00,9.67e+00,2.80e+01,3.40e+01,7.30e+01
9.60e+03,9.14e+00,1.61e+02,5.02e+00,9.67e+00,2.80e+01,3.50e+01,7.50e+01
1.01e+04,9.15e+00,1.61e+02,5.02e+00,9.67e+00,2.80e+01,3.50e+01,7.70e+01
1.06e+04,9.14e+00,1.61e+02,5.02e+00,9.67e+00,2.80e+01,3.40e+01,7.80e+01
1.10e+04,9.13e+00,1.61e+02,6.28e+00,9.67e+00,2.80e+01,3.50e+01,8.00e+01
1.15e+04,9.13e+00,1.61e+02,7.72e+00,9.67e+00,2.80e+01,3.50e+01,8.10e+01
1.20e+04,9.13e+00,1.61e+02,6.26e+00,9.67e+00,2.80e+01,3.60e+01,8.20e+01
1.25e+04,9.13e+00,1.61e+02,5.02e+00,9.67e+00,2.80e+01,3.60e+01,8.50e+01
